seed,algorithm,success,rmse,trajectoryCost,meanSolveTime,maxSolveTime,totalSolveTime,medianSolveTime,q1SolveTime,q3SolveTime,wheelSpeedViolationRatio,maxWheelSpeedViolation,steeringRateViolationRatio,maxSteeringRateViolation,successRate,validStepRate,elapsedTime
1,e-lmpc,1,0.037776154057644,44.4225722925191,0.02543833,1.2838486,2.543833,0.0090553,0.007072275,0.012707725,0.025,0.0015428657731178,0,2.7745752362307e-07,1,1,5.4089024
