seed,algorithm,success,rmse,trajectoryCost,meanSolveTime,maxSolveTime,totalSolveTime,medianSolveTime,q1SolveTime,q3SolveTime,wheelSpeedViolationRatio,maxWheelSpeedViolation,steeringRateViolationRatio,maxSteeringRateViolation,successRate,validStepRate,elapsedTime
1,proposed-3iter,1,29.3982171958806,1598189.22420254,NaN,NaN,NaN,NaN,NaN,NaN,0.691666666666667,575.004794747443,0.957627118644068,36.5488318438363,1,1,247.4609869
